"","StudentNumber","Gender","Grade","Ethnicity","SchoolName","Lunch","Special.Education","Inf..Date","Infraction","Adminstrative.Action","COUNT"
"228","S1018","M",10,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","10/1/2015","Insubordination","OSS-One Day Out of School Suspension",693
"229","S10004","M",10,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","10/21/2015","Safety Infraction","Bus Suspension",27
"230","S10305","M",10,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","11/11/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"231","S10022","M",11,"Hispanic","Clark High School","Free Lunch","","11/4/2015","Uniform Violation","Verbal Reprimand",317
"232","S10559","F",10,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","9/9/2015","Failure Refused Detention","Lunch Restriction",926
"233","S10308","F",10,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","11/4/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"234","S10187","M",9,"White","Clark High School","Free Lunch","","9/30/2015","Truancy","OSS-One Day Out of School Suspension",693
"235","S1016","M",9,"White","Clark High School","Free Lunch","","12/7/2015","Other","Administrative Conference",1230
"236","S1056","M",10,"Hispanic","Clark High School","Free Lunch","","9/28/2015","Excessive Tardiness","Lunch Restriction",926
"237","S10187","M",10,"Hispanic","Clark High School","Free Lunch","","9/30/2015","Excessive Tardiness","Friday School",317
"238","S10344","M",10,"Hispanic","Clark High School","Free Lunch","","10/15/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"239","S10187","F",10,"White","Clark High School","Free Lunch","","10/7/2015","Other","SEI Consultation",573
"240","S10561","F",10,"Hispanic","Clark High School","Free Lunch","","11/12/2015","Excessive Tardiness","Lunch Restriction",926
"241","S10562","M",10,"Hispanic","Clark High School","Free Lunch","","9/30/2015","Excessive Tardiness","Lunch Restriction",926
"242","S1018","M",10,"Hispanic","Clark High School","Free Lunch","","10/28/2015","Uniform Violation","Administrative Conference",1230
"243","S10566","M",10,"White","Clark High School","Free Lunch","","11/10/2015","Excessive Tardiness","Lunch Restriction",926
"244","S10085","M",10,"Hispanic","Clark High School","Free Lunch","","9/18/2015","Excessive Tardiness","ISS-2 Day ICBM",407
"245","S10191","M",12,"Hispanic","Clark High School","Free Lunch","","10/5/2015","Excessive Tardiness","Friday School",317
"246","S10352","M",12,"Hispanic","Clark High School","Free Lunch","","10/19/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"247","S10193","M",12,"Hispanic","Clark High School","Free Lunch","","10/1/2015","Excessive Tardiness","Friday School",317
"248","S10057","M",12,"Hispanic","Clark High School","Free Lunch","","11/5/2015","Leaving Without Permission","OSS-Two Days Out of School Suspension",290
"249","S10567","M",12,"Hispanic","Clark High School","Free Lunch","","11/16/2015","Failure Refused Detention","Lunch Restriction",926
"250","S10080","M",12,"Hispanic","Clark High School","Free Lunch","","12/14/2015","Leaving Without Permission","OSS-Three Days Out of School Suspension",258
"251","S10158","F",11,"White","Clark High School","Free Lunch","","11/6/2015","Classroom Disruption","Class Suspension",1164
"252","S1057","M",10,"Hispanic","Clark High School","Free Lunch","","11/2/2015","Excessive Tardiness","Lunch Restriction",926
"253","S10574","M",10,"Hispanic","Clark High School","Free Lunch","","11/20/2015","Misbehavior","Lunch Restriction",926
"254","S1016","M",10,"Hispanic","Clark High School","Free Lunch","","12/3/2015","Classroom Disruption","Class Suspension",1164
"255","S10198","M",10,"Hispanic","Clark High School","Free Lunch","","12/14/2015","Cell Phone","Friday School",317
"256","S10577","M",10,"Hispanic","Clark High School","Free Lunch","","9/15/2015","Misbehavior","Lunch Restriction",926
"257","S10580","M",10,"Hispanic","Clark High School","Free Lunch","","9/21/2015","Excessive Tardiness","Lunch Restriction",926
"258","S10095","M",10,"Hispanic","Clark High School","Free Lunch","","11/18/2015","Misbehavior","ISS-2 Day ICBM",407
"259","S10581","M",10,"Hispanic","Clark High School","Free Lunch","","12/2/2015","Failure To Report","Lunch Restriction",926
"260","S10108","M",10,"Hispanic","Clark High School","Free Lunch","","12/16/2015","Excessive Tardiness","ISS-2 Day ICBM",407
"261","S10191","M",10,"Hispanic","Clark High School","Free Lunch","","12/18/2015","Excessive Tardiness","OSS-One Day Out of School Suspension",693
"262","S10585","F",10,"Hispanic","Clark High School","Free Lunch","","11/16/2015","Leaving Without Permission","Lunch Restriction",926
"263","S10590","F",10,"Hispanic","Clark High School","Free Lunch","","12/11/2015","Excessive Tardiness","Lunch Restriction",926
"264","S10191","F",10,"White","Clark High School","Free Lunch","","9/23/2015","Other","SEI Consultation",573
"265","S10095","F",10,"White","Clark High School","Free Lunch","","10/2/2015","Misbehavior","Work Detail",205
"266","S10353","F",10,"White","Clark High School","Free Lunch","","10/6/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"267","S10108","F",10,"White","Clark High School","Free Lunch","","10/9/2015","Classroom Disruption","Work Detail",205
"268","S10591","F",10,"White","Clark High School","Free Lunch","","11/12/2015","Failure Refused Detention","Lunch Restriction",926
"269","S10058","F",10,"White","Clark High School","Free Lunch","","11/13/2015","Excessive Tardiness","OSS-Two Days Out of School Suspension",290
"270","S10356","F",10,"White","Clark High School","Free Lunch","","11/24/2015","Truancy","ISS-1 Day ICBM",1807
"271","S10187","F",10,"White","Clark High School","Free Lunch","","12/17/2015","Truancy","Administrative Conference",1230
"272","S10599","M",10,"Hispanic","Clark High School","Free Lunch","","11/12/2015","Failure Refused Detention","Lunch Restriction",926
"273","S10193","F",10,"Hispanic","Clark High School","Free Lunch","","10/13/2015","Excessive Tardiness","SEI Consultation",573
"274","S10600","F",10,"Hispanic","Clark High School","Free Lunch","","10/13/2015","Excessive Tardiness","Lunch Restriction",926
"275","S10198","F",10,"Hispanic","Clark High School","Free Lunch","","11/11/2015","Rule Violation","SEI Consultation",573
"276","S10205","F",10,"Hispanic","Clark High School","Free Lunch","","12/10/2015","Excessive Tardiness","Friday School",317
"277","S10191","F",10,"Hispanic","Clark High School","Free Lunch","","12/17/2015","Other","Administrative Conference",1230
"278","S10193","F",10,"Hispanic","Clark High School","Free Lunch","","8/14/2015","Cell Phone","Administrative Conference",1230
"279","S10603","M",10,"White","Clark High School","Free Lunch","","10/27/2015","Truancy","Lunch Restriction",926
"280","S10604","F",10,"Hispanic","Clark High School","Paid","","9/14/2015","Classroom Disruption","Lunch Restriction",926
"281","S10205","F",10,"Hispanic","Clark High School","Paid","","9/23/2015","Other","SEI Consultation",573
"282","S10612","F",10,"Hispanic","Clark High School","Paid","","11/2/2015","Excessive Tardiness","Lunch Restriction",926
"283","S10619","F",10,"Hispanic","Clark High School","Paid","","11/16/2015","Leaving Without Permission","Lunch Restriction",926
"284","S10218","M",10,"Hispanic","Clark High School","Free Lunch","","11/11/2015","Rule Violation","SEI Consultation",573
"285","S10218","M",10,"Hispanic","Clark High School","Free Lunch","","9/25/2015","Excessive Tardiness","Friday School",317
"286","S1038","M",10,"Hispanic","Clark High School","Free Lunch","","11/30/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"287","S1062","M",10,"Hispanic","Clark High School","Free Lunch","","9/22/2015","Truancy","Lunch Restriction",926
"288","S10233","F",12,"Amer Indian/Alaskan","Clark High School","Free Lunch","Specific Learning Disability (07)","9/28/2015","Excessive Tardiness","Friday School",317
"289","S10388","F",12,"Amer Indian/Alaskan","Clark High School","Free Lunch","Specific Learning Disability (07)","10/7/2015","Excessive Tardiness","ISS-1 Day ICBM",1807
"290","S10623","F",10,"Hispanic","Clark High School","Free Lunch","","8/27/2015","Failure Refused Detention","Lunch Restriction",926
"291","S10193","F",10,"Hispanic","Clark High School","Free Lunch","","9/2/2015","Insubordination","OSS-One Day Out of School Suspension",693
"292","S10627","F",10,"Hispanic","Clark High School","Free Lunch","","9/11/2015","Cell Phone","Lunch Restriction",926
"293","S10121","F",10,"Hispanic","Clark High School","Free Lunch","","9/11/2015","Classroom Disruption","ISS-2 Day ICBM",407
"294","S10070","F",10,"Hispanic","Clark High School","Free Lunch","","9/16/2015","Gross Insubordination","OSS-Two Days Out of School Suspension",290
"295","S10628","F",10,"Hispanic","Clark High School","Free Lunch","","9/23/2015","Excessive Tardiness","Lunch Restriction",926
"296","S10629","F",10,"Hispanic","Clark High School","Free Lunch","","10/2/2015","Classroom Disruption","Lunch Restriction",926
"297","S10233","F",10,"Hispanic","Clark High School","Free Lunch","","10/2/2015","Classroom Disruption","SEI Consultation",573
"298","S10236","F",10,"Hispanic","Clark High School","Free Lunch","","10/6/2015","Cell Phone","Friday School",317
"299","S1024","F",10,"Hispanic","Clark High School","Free Lunch","","10/12/2015","Excessive Tardiness","Friday School",317
"300","S10399","F",10,"Hispanic","Clark High School","Free Lunch","","10/14/2015","Failure Refused Detention","ISS-1 Day ICBM",1807
"301","S1041","F",10,"Hispanic","Clark High School","Free Lunch","","11/30/2015","Insubordination","ISS-1 Day ICBM",1807
"302","S10080","F",10,"Hispanic","Clark High School","Free Lunch","","12/9/2015","Inappropriate Language","OSS-Two Days Out of School Suspension",290
"303","S1063","M",10,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","10/7/2015","Excessive Tardiness","Lunch Restriction",926
"304","S10236","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","8/14/2015","Rule Violation","SEI Consultation",573
"305","S10411","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","9/3/2015","Insubordination","ISS-1 Day ICBM",1807
"306","S10085","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","9/16/2015","Gang Related Activity","OSS-Three Days Out of School Suspension",258
"307","S10428","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","9/18/2015","Insubordination","ISS-1 Day ICBM",1807
"308","S10430","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","10/28/2015","Misbehavior","ISS-1 Day ICBM",1807
"309","S10198","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","11/2/2015","Gang Related Activity","Administrative Conference",1230
"310","S10022","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","11/23/2015","Disruption-School Process","OSS-Out Of School Suspension",327
"311","S10205","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","12/8/2015","Other","Administrative Conference",1230
"312","S10095","M",10,"Hispanic","Clark High School","Free Lunch","Multiple Disabilities (01)","12/10/2015","Verbal Assault","OSS-Three Days Out of School Suspension",258
"313","S10433","M",10,"Hispanic","Clark High School","Paid","","11/12/2015","Misbehavior","ISS-1 Day ICBM",1807
"314","S10121","M",10,"Hispanic","Clark High School","Paid","","11/16/2015","Misbehavior","Work Detail",205
"315","S10630","M",10,"Amer Indian/Alaskan","Clark High School","Free Lunch","Other Health Impairment (17)","9/25/2015","Excessive Tardiness","Lunch Restriction",926
"316","S10435","M",10,"Amer Indian/Alaskan","Clark High School","Free Lunch","Other Health Impairment (17)","10/21/2015","Disruption-School Process","ISS-1 Day ICBM",1807
"317","S10140","M",10,"Amer Indian/Alaskan","Clark High School","Free Lunch","Other Health Impairment (17)","11/11/2015","Misbehavior","ISS-2 Day ICBM",407
"318","S10198","M",10,"Amer Indian/Alaskan","Clark High School","Free Lunch","Other Health Impairment (17)","12/9/2015","Theft School/Private Property","OSS-One Day Out of School Suspension",693
"319","S10108","M",10,"Amer Indian/Alaskan","Clark High School","Free Lunch","Other Health Impairment (17)","12/15/2015","Disruption-School Process","OSS-Three Days Out of School Suspension",258
"320","S10157","M",12,"Hispanic","Clark High School","Free Lunch","Specific Learning Disability (07)","8/26/2015","Leaving Without Permission","ISS-2 Day ICBM",407
"321","S10634","F",10,"Hispanic","Clark High School","Free Lunch","","10/15/2015","Excessive Tardiness","Lunch Restriction",926
"322","S10218","M",10,"White","Clark High School","Free Lunch","","12/16/2015","Other","Administrative Conference",1230
"323","S1024","F",10,"Hispanic","Clark High School","Free Lunch","","8/27/2015","Excessive Tardiness","SEI Consultation",573
"324","S10243","F",10,"Hispanic","Clark High School","Free Lunch","","8/28/2015","Disruption-School Process","SEI Consultation",573
"325","S10449","F",10,"Hispanic","Clark High School","Free Lunch","","8/28/2015","Disruption-School Process","ISS-1 Day ICBM",1807
"326","S10233","F",10,"Hispanic","Clark High School","Free Lunch","","9/11/2015","Misbehavior","Administrative Conference",1230
"327","S10158","F",10,"Hispanic","Clark High School","Free Lunch","","9/21/2015","Excessive Tardiness","ISS-2 Day ICBM",407
"328","S10022","F",10,"Hispanic","Clark High School","Free Lunch","","9/23/2015","Truancy","Parent Conference",97
"329","S10450","F",10,"Hispanic","Clark High School","Free Lunch","","9/23/2015","Truancy","ISS-1 Day ICBM",1807
"330","S10641","F",10,"Hispanic","Clark High School","Free Lunch","","10/2/2015","Classroom Disruption","Lunch Restriction",926
"331","S1026","F",10,"Hispanic","Clark High School","Free Lunch","","10/2/2015","Classroom Disruption","SEI Consultation",573
"332","S10645","F",10,"Hispanic","Clark High School","Free Lunch","","10/13/2015","Excessive Tardiness","Lunch Restriction",926
"333","S1016","F",10,"Hispanic","Clark High School","Free Lunch","","11/10/2015","Excessive Tardiness","ISS-2 Day ICBM",407
"334","S10454","F",10,"Hispanic","Clark High School","Free Lunch","","11/17/2015","Leaving Without Permission","ISS-1 Day ICBM",1807
"335","S10456","F",10,"Hispanic","Clark High School","Free Lunch","","11/19/2015","Classroom Disruption","ISS-1 Day ICBM",1807
"336","S10085","F",10,"Hispanic","Clark High School","Free Lunch","","12/15/2015","Other","OSS-Two Days Out of School Suspension",290
"337","S10646","F",11,"Hispanic","Clark High School","Paid","","9/15/2015","Excessive Tardiness","Lunch Restriction",926
