StudentNumber,Gender,Grade,Ethnicity,SchoolName,Lunch,Special Education,Inf. Date,Infraction,Adminstrative Action
S1228165,F,11,White,Clark High School,Free Lunch,,11/6/2015,Classroom Disruption,Class Suspension
S1228170,M,10,Hispanic,Clark High School,Free Lunch,,11/2/2015,Excessive Tardiness,Lunch Restriction
S1228170,M,10,Hispanic,Clark High School,Free Lunch,,11/20/2015,Misbehavior,Lunch Restriction
S1228170,M,10,Hispanic,Clark High School,Free Lunch,,12/3/2015,Classroom Disruption,Class Suspension
S1228170,M,10,Hispanic,Clark High School,Free Lunch,,12/14/2015,Cell Phone,Friday School
S1228172,M,10,Hispanic,Clark High School,Free Lunch,,9/15/2015,Misbehavior,Lunch Restriction
S1228172,M,10,Hispanic,Clark High School,Free Lunch,,9/21/2015,Excessive Tardiness,Lunch Restriction
S1228172,M,10,Hispanic,Clark High School,Free Lunch,,11/18/2015,Misbehavior,ISS-2 Day ICBM
S1228172,M,10,Hispanic,Clark High School,Free Lunch,,12/2/2015,Failure To Report,Lunch Restriction
S1228172,M,10,Hispanic,Clark High School,Free Lunch,,12/16/2015,Excessive Tardiness,ISS-2 Day ICBM
S1228172,M,10,Hispanic,Clark High School,Free Lunch,,12/18/2015,Excessive Tardiness,OSS-One Day Out of School Suspension
S1228173,F,10,Hispanic,Clark High School,Free Lunch,,11/16/2015,Leaving Without Permission,Lunch Restriction
S1228174,F,10,Hispanic,Clark High School,Free Lunch,,12/11/2015,Excessive Tardiness,Lunch Restriction
S1228176,F,10,White,Clark High School,Free Lunch,,9/23/2015,Other,SEI Consultation
S1228176,F,10,White,Clark High School,Free Lunch,,10/2/2015,Misbehavior,Work Detail
S1228176,F,10,White,Clark High School,Free Lunch,,10/6/2015,Failure Refused Detention,ISS-1 Day ICBM
S1228176,F,10,White,Clark High School,Free Lunch,,10/9/2015,Classroom Disruption,Work Detail
S1228176,F,10,White,Clark High School,Free Lunch,,11/12/2015,Failure Refused Detention,Lunch Restriction
S1228176,F,10,White,Clark High School,Free Lunch,,11/13/2015,Excessive Tardiness,OSS-Two Days Out of School Suspension
S1228176,F,10,White,Clark High School,Free Lunch,,11/24/2015,Truancy,ISS-1 Day ICBM
S1228176,F,10,White,Clark High School,Free Lunch,,12/17/2015,Truancy,Administrative Conference
S1228178,M,10,Hispanic,Clark High School,Free Lunch,,11/12/2015,Failure Refused Detention,Lunch Restriction
S1228179,F,10,Hispanic,Clark High School,Free Lunch,,10/13/2015,Excessive Tardiness,SEI Consultation
S1228179,F,10,Hispanic,Clark High School,Free Lunch,,10/13/2015,Excessive Tardiness,Lunch Restriction
S1228179,F,10,Hispanic,Clark High School,Free Lunch,,11/11/2015,Rule Violation,SEI Consultation
S1228179,F,10,Hispanic,Clark High School,Free Lunch,,12/10/2015,Excessive Tardiness,Friday School
S1228179,F,10,Hispanic,Clark High School,Free Lunch,,12/17/2015,Other,Administrative Conference
S1228180,F,10,Hispanic,Clark High School,Free Lunch,,8/14/2015,Cell Phone,Administrative Conference
S1228184,M,10,White,Clark High School,Free Lunch,,10/27/2015,Truancy,Lunch Restriction
S1228190,F,10,Hispanic,Clark High School,Paid,,9/14/2015,Classroom Disruption,Lunch Restriction
S1228190,F,10,Hispanic,Clark High School,Paid,,9/23/2015,Other,SEI Consultation
S1228190,F,10,Hispanic,Clark High School,Paid,,11/2/2015,Excessive Tardiness,Lunch Restriction
S1228190,F,10,Hispanic,Clark High School,Paid,,11/16/2015,Leaving Without Permission,Lunch Restriction
S1228194,M,10,Hispanic,Clark High School,Free Lunch,,11/11/2015,Rule Violation,SEI Consultation
S1228195,M,10,Hispanic,Clark High School,Free Lunch,,9/25/2015,Excessive Tardiness,Friday School
S1228195,M,10,Hispanic,Clark High School,Free Lunch,,11/30/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228197,M,10,Hispanic,Clark High School,Free Lunch,,9/22/2015,Truancy,Lunch Restriction
S1228216,F,12,Amer Indian/Alaskan,Clark High School,Free Lunch,Specific Learning Disability (07),9/28/2015,Excessive Tardiness,Friday School
S1228216,F,12,Amer Indian/Alaskan,Clark High School,Free Lunch,Specific Learning Disability (07),10/7/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,8/27/2015,Failure Refused Detention,Lunch Restriction
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,9/2/2015,Insubordination,OSS-One Day Out of School Suspension
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,9/11/2015,Cell Phone,Lunch Restriction
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,9/11/2015,Classroom Disruption,ISS-2 Day ICBM
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,9/16/2015,Gross Insubordination,OSS-Two Days Out of School Suspension
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,9/23/2015,Excessive Tardiness,Lunch Restriction
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,10/2/2015,Classroom Disruption,Lunch Restriction
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,10/2/2015,Classroom Disruption,SEI Consultation
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,10/6/2015,Cell Phone,Friday School
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,10/12/2015,Excessive Tardiness,Friday School
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,10/14/2015,Failure Refused Detention,ISS-1 Day ICBM
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,11/30/2015,Insubordination,ISS-1 Day ICBM
S1228218,F,10,Hispanic,Clark High School,Free Lunch,,12/9/2015,Inappropriate Language,OSS-Two Days Out of School Suspension
S1228227,M,10,Hispanic,Clark High School,Free Lunch,Specific Learning Disability (07),10/7/2015,Excessive Tardiness,Lunch Restriction
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),8/14/2015,Rule Violation,SEI Consultation
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),9/3/2015,Insubordination,ISS-1 Day ICBM
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),9/16/2015,Gang Related Activity,OSS-Three Days Out of School Suspension
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),9/18/2015,Insubordination,ISS-1 Day ICBM
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),10/28/2015,Misbehavior,ISS-1 Day ICBM
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),11/2/2015,Gang Related Activity,Administrative Conference
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),11/23/2015,Disruption-School Process,OSS-Out Of School Suspension
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),12/8/2015,Other,Administrative Conference
S1228228,M,10,Hispanic,Clark High School,Free Lunch,Multiple Disabilities (01),12/10/2015,Verbal Assault,OSS-Three Days Out of School Suspension
S1228229,M,10,Hispanic,Clark High School,Paid,,11/12/2015,Misbehavior,ISS-1 Day ICBM
S1228229,M,10,Hispanic,Clark High School,Paid,,11/16/2015,Misbehavior,Work Detail
S1228231,M,10,Amer Indian/Alaskan,Clark High School,Free Lunch,Other Health Impairment (17),9/25/2015,Excessive Tardiness,Lunch Restriction
S1228231,M,10,Amer Indian/Alaskan,Clark High School,Free Lunch,Other Health Impairment (17),10/21/2015,Disruption-School Process,ISS-1 Day ICBM
S1228231,M,10,Amer Indian/Alaskan,Clark High School,Free Lunch,Other Health Impairment (17),11/11/2015,Misbehavior,ISS-2 Day ICBM
S1228231,M,10,Amer Indian/Alaskan,Clark High School,Free Lunch,Other Health Impairment (17),12/9/2015,Theft School/Private Property,OSS-One Day Out of School Suspension
S1228231,M,10,Amer Indian/Alaskan,Clark High School,Free Lunch,Other Health Impairment (17),12/15/2015,Disruption-School Process,OSS-Three Days Out of School Suspension
S1228233,M,12,Hispanic,Clark High School,Free Lunch,Specific Learning Disability (07),8/26/2015,Leaving Without Permission,ISS-2 Day ICBM
S1228235,F,10,Hispanic,Clark High School,Free Lunch,,10/15/2015,Excessive Tardiness,Lunch Restriction
S1228237,M,10,White,Clark High School,Free Lunch,,12/16/2015,Other,Administrative Conference
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,8/27/2015,Excessive Tardiness,SEI Consultation
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,8/28/2015,Disruption-School Process,SEI Consultation
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,8/28/2015,Disruption-School Process,ISS-1 Day ICBM
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,9/11/2015,Misbehavior,Administrative Conference
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,9/21/2015,Excessive Tardiness,ISS-2 Day ICBM
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,9/23/2015,Truancy,Parent Conference
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,9/23/2015,Truancy,ISS-1 Day ICBM
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,10/2/2015,Classroom Disruption,Lunch Restriction
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,10/2/2015,Classroom Disruption,SEI Consultation
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,10/13/2015,Excessive Tardiness,Lunch Restriction
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,11/10/2015,Excessive Tardiness,ISS-2 Day ICBM
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,11/17/2015,Leaving Without Permission,ISS-1 Day ICBM
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,11/19/2015,Classroom Disruption,ISS-1 Day ICBM
S1228239,F,10,Hispanic,Clark High School,Free Lunch,,12/15/2015,Other,OSS-Two Days Out of School Suspension
S1228240,F,11,Hispanic,Clark High School,Paid,,9/15/2015,Excessive Tardiness,Lunch Restriction
S1228240,F,11,Hispanic,Clark High School,Paid,,10/5/2015,Excessive Tardiness,Friday School
S1228245,F,10,Hispanic,Clark High School,Free Lunch,,9/21/2015,Excessive Tardiness,Lunch Restriction
S1228248,F,12,Hispanic,Clark High School,Reduced Lunch,,11/11/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228249,F,12,Hispanic,Clark High School,Free Lunch,,9/4/2015,Excessive Tardiness,SEI Consultation
S1228249,F,12,Hispanic,Clark High School,Free Lunch,,9/17/2015,Excessive Tardiness,Lunch Restriction
S1228249,F,12,Hispanic,Clark High School,Free Lunch,,11/10/2015,Excessive Tardiness,Friday School
S1228251,F,12,Hispanic,Clark High School,Free Lunch,,9/25/2015,Excessive Tardiness,Lunch Restriction
S1228251,F,12,Hispanic,Clark High School,Free Lunch,,10/27/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228255,M,12,Hispanic,Clark High School,Free Lunch,,9/18/2015,Excessive Tardiness,ISS-2 Day ICBM
S1228263,M,12,Hispanic,Clark High School,Free Lunch,,10/22/2015,Other,Administrative Conference
S1228263,M,12,Hispanic,Clark High School,Free Lunch,,12/15/2015,Other,Administrative Conference
S1228264,M,12,Hispanic,Clark High School,Free Lunch,,9/4/2015,Other,SEI Consultation
S1228264,M,12,Hispanic,Clark High School,Free Lunch,,12/11/2015,Excessive Tardiness,Lunch Restriction
S1228267,F,10,Hispanic,Clark High School,Free Lunch,,10/15/2015,Excessive Tardiness,Lunch Restriction
S1228267,F,10,Hispanic,Clark High School,Free Lunch,,11/11/2015,Excessive Tardiness,Lunch Restriction
S1228272,F,12,Hispanic,Clark High School,Reduced Lunch,,12/2/2015,Other,Administrative Conference
S1228274,F,10,Black,Clark High School,Free Lunch,,9/14/2015,Classroom Disruption,Lunch Restriction
S1228274,F,10,Black,Clark High School,Free Lunch,,11/12/2015,Excessive Tardiness,Lunch Restriction
S1228275,M,10,Black,Clark High School,Free Lunch,,10/23/2015,Excessive Tardiness,Lunch Restriction
S1228275,M,10,Black,Clark High School,Free Lunch,,12/2/2015,Failure To Report,Lunch Restriction
S1228276,M,11,Hispanic,Clark High School,Free Lunch,,12/9/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228278,M,12,Hispanic,Clark High School,Free Lunch,,9/15/2015,Excessive Tardiness,Lunch Restriction
S1228278,M,12,Hispanic,Clark High School,Free Lunch,,12/8/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,8/21/2015,Leaving Without Permission,ISS-2 Day ICBM
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,8/28/2015,Fighting,OSS-Five Days Out of School Suspension
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,9/25/2015,Excessive Tardiness,Lunch Restriction
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,9/28/2015,Excessive Tardiness,Lunch Restriction
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,11/4/2015,Excessive Tardiness,Work Detail
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,11/4/2015,Excessive Tardiness,Friday School
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,11/13/2015,Insubordination,ISS-3 Day ICBM
S1228283,M,10,Hispanic,Clark High School,Free Lunch,,12/9/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228290,F,12,Hispanic,Clark High School,Reduced Lunch,,11/16/2015,Other,Parent Conference
S1228292,F,10,Hispanic,Clark High School,Free Lunch,,9/25/2015,Excessive Tardiness,Lunch Restriction
S1228292,F,10,Hispanic,Clark High School,Free Lunch,,11/18/2015,Truancy,OSS-Two Days Out of School Suspension
S1228297,M,11,Hispanic,Clark High School,Reduced Lunch,,9/23/2015,Truancy,Lunch Restriction
S1228299,F,10,Hispanic,Clark High School,Free Lunch,,11/12/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228301,M,12,Hispanic,Clark High School,Free Lunch,,10/23/2015,Other,SEI Consultation
S1228302,M,11,Hispanic,Clark High School,Free Lunch,,10/1/2015,Excessive Tardiness,Lunch Restriction
S1228303,M,11,Hispanic,Clark High School,Free Lunch,,12/1/2015,Excessive Tardiness,ISS-2 Day ICBM
S1228306,M,12,White,Clark High School,Free Lunch,,9/8/2015,Inappropriate Language,ISS-1 Day ICBM
S1228306,M,12,White,Clark High School,Free Lunch,,9/8/2015,Leaving Without Permission,ISS-1 Day ICBM
S1228306,M,12,White,Clark High School,Free Lunch,,12/8/2015,Gross Insubordination,OSS-Three Days Out of School Suspension
S1228310,F,11,Hispanic,Clark High School,Free Lunch,,9/28/2015,Excessive Tardiness,Lunch Restriction
S1228310,F,11,Hispanic,Clark High School,Free Lunch,,12/8/2015,Excessive Tardiness,Friday School
S1228318,F,10,Hispanic,Clark High School,Free Lunch,,11/16/2015,Leaving Without Permission,Lunch Restriction
S1228325,M,11,Multiracial,Clark High School,Free Lunch,Specific Learning Disability (07),8/17/2015,Truancy,Friday School
S1228325,M,11,Multiracial,Clark High School,Free Lunch,Specific Learning Disability (07),9/3/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228325,M,11,Multiracial,Clark High School,Free Lunch,Specific Learning Disability (07),9/15/2015,Truancy,OSS-One Day Out of School Suspension
S1228325,M,11,Multiracial,Clark High School,Free Lunch,Specific Learning Disability (07),9/29/2015,Leaving Without Permission,OSS-Three Days Out of School Suspension
S1228325,M,11,Multiracial,Clark High School,Free Lunch,Specific Learning Disability (07),10/7/2015,Truancy,OSS-Out Of School Suspension
S1228328,M,10,Black,Clark High School,Free Lunch,,9/28/2015,Misbehavior,Lunch Restriction
S1228329,M,12,Hispanic,Clark High School,Free Lunch,,12/7/2015,Excessive Tardiness,Friday School
S1228342,M,10,Black,Clark High School,Free Lunch,,12/2/2015,Excessive Tardiness,Lunch Restriction
S1228342,M,10,Black,Clark High School,Free Lunch,,12/8/2015,Cell Phone,Friday School
S1228342,M,10,Black,Clark High School,Free Lunch,,12/15/2015,Uniform Violation,ISS-1 Day ICBM
S1228349,M,11,Hispanic,Clark High School,Reduced Lunch,,9/18/2015,Excessive Tardiness,Friday School
S1228349,M,11,Hispanic,Clark High School,Reduced Lunch,,10/21/2015,Classroom Disruption,ISS-1 Day ICBM
S1228351,M,10,Hispanic,Clark High School,Free Lunch,,9/9/2015,Failure Refused Detention,Lunch Restriction
S1228351,M,10,Hispanic,Clark High School,Free Lunch,,9/15/2015,Misbehavior,Lunch Restriction
S1228351,M,10,Hispanic,Clark High School,Free Lunch,,9/17/2015,Failure Refused Detention,ISS-1 Day ICBM
S1228351,M,10,Hispanic,Clark High School,Free Lunch,,9/23/2015,Excessive Tardiness,Friday School
S1228351,M,10,Hispanic,Clark High School,Free Lunch,,9/25/2015,Physical Assault/Battery-Teach,OSS-Ten Days OSS/Pending Expulsion
S1228353,M,12,Hispanic,Clark High School,Paid,,9/18/2015,Excessive Tardiness,Lunch Restriction
S1228353,M,12,Hispanic,Clark High School,Paid,,10/13/2015,Excessive Tardiness,Lunch Restriction
S1228353,M,12,Hispanic,Clark High School,Paid,,10/21/2015,Classroom Disruption,ISS-1 Day ICBM
S1228353,M,12,Hispanic,Clark High School,Paid,,11/9/2015,Excessive Tardiness,SEI Consultation
S1228360,M,11,Hispanic,Clark High School,Free Lunch,,11/24/2015,Fighting,OSS-Five Days Out of School Suspension
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,9/24/2015,Insubordination,ISS-1 Day ICBM
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,10/2/2015,Failure Refused Detention,Lunch Restriction
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,10/9/2015,Inappropriate Language,Work Detail
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,11/2/2015,Disruption-School Process,Class Suspension
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,11/3/2015,Inappropriate Language,Class Suspension
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,11/5/2015,Rule Violation,OSS-One Day Out of School Suspension
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,11/19/2015,Insubordination,Class Suspension
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,12/2/2015,Insubordination,ISS-2 Day ICBM
S1228364,M,10,Hispanic,Clark High School,Free Lunch,,12/15/2015,Insubordination,OSS-Three Days Out of School Suspension
S1228368,M,11,Hispanic,Clark High School,Free Lunch,,11/4/2015,Excessive Tardiness,Friday School
S1228368,M,11,Hispanic,Clark High School,Free Lunch,,12/16/2015,Excessive Tardiness,Friday School
S1228370,M,11,Hispanic,Clark High School,Free Lunch,,10/13/2015,Leaving Without Permission,Lunch Restriction
S1228370,M,11,Hispanic,Clark High School,Free Lunch,,10/20/2015,Misbehavior,Work Detail
S1228370,M,11,Hispanic,Clark High School,Free Lunch,,12/11/2015,Classroom Disruption,Lunch Restriction
S1228370,M,11,Hispanic,Clark High School,Free Lunch,,12/11/2015,Excessive Tardiness,Friday School
S1228370,M,11,Hispanic,Clark High School,Free Lunch,,12/17/2015,Inappropriate Language,Work Detail
S1228378,F,11,Hispanic,Clark High School,Free Lunch,,10/22/2015,Truancy,Lunch Restriction
S1228379,M,11,Hispanic,Clark High School,Free Lunch,,10/27/2015,Excessive Tardiness,ISS-1 Day ICBM
S1228379,M,11,Hispanic,Clark High School,Free Lunch,,12/8/2015,Excessive Tardiness,ISS-1 Day ICBM
